LABNR,C14AGE,C14STD,C13,METHOD,MATERIAL,COUNTRY,SITE,FEATURE,FEATURE_DESC,DEPTH,LAT,LONG,PHASE,LITHICS,POTTERY,IRON,FRUIT,ZOO,CLASS,REMARK,SOURCE
AA-94530,168,35,,AMS,-,CAF,Ngotto,BB01-30,Slag mound,-,3.835,17.47,,-,indet,slag; tuyère,Eg,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94531,207,35,,AMS,-,CAF,Ngotto,BB01-31,Slag mound,-,3.835,17.47,,-,indet,slag; tuyère,Eg,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94532,148,34,,AMS,-,CAF,Ngotto,BB01-36,Slag mound,-,3.835,17.47,,-,indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94533,231,34,,AMS,-,CAF,Ngotto,BB05-32,Slag mound,-,3.835,17.47,,-,indet,slag,Eg,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94534,187,34,,AMS,-,CAF,Ngotto,BB05-41,Slag mound,-,3.835,17.47,,-,indet,slag,Eg,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1"
AA-94535,412,34,,AMS,-,CAF,Ngotto,LL01,Slag mound,-,3.763,17.515,,(indet),-,slag; tuyère,-,,Ib,,"Lupo et al. 2018: 9 Tab. 2, 10"
AA-94536,1938,36,,AMS,-,CAF,Ngotto,ML01,Layer,--,3.738,17.511,,-,indet,-,-,,Ib,,"Lupo et al. 2018: 9 Tab. 2, 11"
AA-94537,160,35,,AMS,-,CAF,Ngotto,ND01-03,Ore Quarry,-,3.839,17.488,,-,indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94538,242,34,,AMS,-,CAF,Ngotto,ND02-76,Slag mound,-,3.839,17.488,,-,-,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94539,217,48,,AMS,-,CAF,Ngotto,NG01-74,Slag mound,-,3.872,17.46,,-,indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94540,706,35,,AMS,-,CAF,Ngotto,NZ03-23,Low Mound,-,3.842,17.497,,(indet),indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94541,494,34,,AMS,-,CAF,Ngotto,NZ03-17,Low Mound,-,3.842,17.497,,(indet),indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94542,593,34,,AMS,-,CAF,Ngotto,NZ03-12,Low Mound,-,3.842,17.497,,(indet),indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94543,152,35,,AMS,-,CAF,Ngotto,OB01-67,Slag mound,-,3.825,17.486,,-,indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94544,210,34,,AMS,-,CAF,Ngotto,OB02-49,Slag mound,-,3.825,17.486,,-,indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94545,188,39,,AMS,-,CAF,Ngotto,OB05-53,Midden,-,3.825,17.486,,-,indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94546,131,34,,AMS,-,CAF,Ngotto,OB05-54,Midden,-,3.825,17.486,,-,indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-94547,131,34,,AMS,-,CAF,Ngotto,OB06-63,Slag mound,-,3.825,17.486,,-,indet,slag; tuyère,-,,Ib,,"Lupo et al. 2015: 6 Tab. 1, 9 Tab. 2; Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 9 Tab. 2"
AA-96496,1652,37,,AMS,-,CAF,Poutem,P02-01,Pit,0.49,4.033,17.318,,(indet),indet,-,,-,Ib,,"Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 7 Tab. 1, 8"
AA-96497,0,,,AMS,-,CAF,Poutem,P02,Layer,1.54,4.033,17.318,,indet,indet,-,,-,Ib,,Lupo et al. 2018: 7 Tab. 1
AA-96498,143,34,,AMS,-,CAF,Poutem,P02-07,Layer,1.05,4.033,17.318,,indet,indet,-,,-,Ib,,Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 7 Tab. 1
AA-96499,1264,36,,AMS,-,CAF,Boua,Z13-10,Furnace,0.76,4.073,17.071,,-,indet,slag,,-,Ib,,Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 7 Tab. 1
AA-96500,2179,37,,AMS,-,CAF,Boua,Z02-02,Midden,-,4.075,17.071,,-,indet,-,-,,Ib,,Kiahtipes 2016:81 Tab. 4-1; Lupo et al. 2018: 7 Tab. 1
Arc-338,>35000,,,,,COG,Bout de Plateau,,,,,,,,,,,,,,Lanfranchi et al. 1989: 74
Arc-339,2310,60,,,Charcoal_wood,GAB,Okanda 1/Mont Brazza,-,Pit,-,-0.128,11.589,,-,Okala/Epona/Yindo,-,-,,Ia,"interpretation Clist: Archéologie, Néolithique Récent ou Age du Fer Ancien","Clist 1995; Clist 2004/2005:509 Tab. 6-56, Annex 2"
Arc-340,540,50,,,-,COG,Mont Barnier,-,Layer,0.3,-4.204,15.208,,-,indet,-,,-,Ib,,Pincon 1991a: 249 Tab. 1; Pincon 1991b: 30 Tab. 1
Arc-341,2210,100,,,Charcoal_wood,GAB,Kango 5,40,Pit,0.2,0.201,10.082,,-,indet,-,,-,Ib,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Arc-343,1900,50,,,Shell_Anadara senilis,GAB,Oveng 1,A22,Layer,-,0.479,9.517,,-,Oveng,-,-,indet,IIIb,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: 618 Tab. 7-10; Leka 2013: Annex 4
Arc-373,2110,60,,,-,COG,Les Saras,-,-,-,-4.183,12.283,,-,-,slag,Eg,,Ib,,de Foresta et al. 1990: 10; Eggert 1993: 303
Arc-490,1564,140,,,charcoal_wood,COG,Point-Noire,-,-,-,-4.75,11.85,-,,indet,-,-,,Ib,,Schwartz/Dechamps 1991
Arc-530,2390,65,,,Charcoal_wood,GAB,Otoumbi 13,-,Pit,0.7,-0.076,11.097,,polished indet,Okala/Epona/Yindo,-,Eg,indet,Ia,"interpretation Clist: Archéologie, Néolithique Récent","Oslisly 1992; Clist 2004/2005:509 Tab. 6-56, Annex 2, Tab. 10"
B-263,1240,120,,,Bone,COD,Sanga,18,Burial,-,-8.182,26.49,,-,indet,-,-,,Ib,,de Maret 1977: 324; de Maret et al. 1977: 487
B-264,1070,200,,,Bone,COD,Sanga,10,Burial,-,-8.182,26.49,,-,-,-,-,,Ic,,de Maret 1977: 324; de Maret et al. 1977: 487
B-696,6780,150,,,-,COD,Mose,-,-,,-11.125,27.141,,-,-,-,-,,,,de Maret et al. 1977
B-755,1700,100,,,Charcoal,RWA,Ndora,-,-,,-2.585,29.823,,-,-,-,-,,Ic,,de Maret et al. 1977
B-758,1650,80,,,Charcoal,RWA,Cyamakuza,-,-,,-2.585,29.823,,-,-,-,-,,Ic,,de Maret et al. 1977
B-759,80,80,,,-,COD,Mikweti,-,Furnace,-,-1.406,28.594,,-,indet,-,-,,Ib,contamination suggested by de Maret et al. 1977,Hiernaux/Maquet 1960; de Maret et al. 1977: 486
B-760,760,160,,,-,COD,Katoto,-,Layer,-,-9.187,25.885,,-,-,-,-,,Ic,"ditch cutting into graves, post-date",Hiernaux et al. 1972; de Maret et al. 1977: 488
B-8494,8930,40,,,,GEQ,Njuinye,,,,5.256,9.727,LSA,indet,,,,,Ib,,"Mercader/Martí 2003: 82 Tab. 2.3"
B-128493,8670,40,,,,GEQ,Njuinye,,,,5.256,9.727,LSA,indet,,,,,Ib,,"Mercader/Martí 2003: 82 Tab. 2.3"
Bdy-252,0,,,,-,CAF,Mondongué,-,-,-,3.65,18.56,,-,indet,slag,-,,,,Kote 1992: 117 Tab. 10; Gotilogué 2000: 256
Bdy-253,140,240,,,-,CAF,Mondongué,-,-,-,3.65,18.56,,-,indet,slag,-,Capra/Ovis,Ib,,Kote 1992: 44; 124; Moga 2008
Bdy-254,0,,,,-,CAF,Lingbangbo,fp,-,-,3.633,18.4,,-,-,-,-,,,,Kote 1992: 117 Tab. 10; Gotilogué 2000: 256
Bdy-255,430,180,,,-,CAF,Lingbangbo,fp,-,-,3.633,18.4,,-,-,slag,-,,Ib,,Moga 2008: 4; Lupo et al. 2018: 14 Tab. 3
Bdy-301,1890,130,,,-,CAF,Batalimo,Z III,Pit,-,3.676,18.455,,-,indet,-,-,,Ib,,Kote 1992: 118 Tab. 10; Gotilogué 2000: 256; Lupo et al. 2018: 14 Tab. 3
Bdy-303,870,210,,,-,CAF,Sikilongo,-,-,-,3.65,18.56,,-,indet,slag,-,,Ib,,"Kote 1992: 44, 118 Tab. 10, 220 Tab. 18; Gotilogué 2000: 256; Moga 2008; Lupo et al. 2018: 14 Tab. 3"
Bdy-304,1730,120,,,-,CAF,Batalimo,Z IV,Layer,-,3.676,18.455,,-,indet,-,-,,Ib,,Kote 1992: 118 Tab. 10; Gotilogué 2000: 256; Lupo et al. 2018: 14 Tab. 3
Bdy-306,1990,210,,,-,CAF,Batalimo,Z III,Layer,,3.676,18.455,,-,Batalimo-Maluba,-,-,,Ia,,Kote 1992: 118 Tab. 10; Gotilogué 2000: 256; Zangato 2000; Lupo et al. 2018: 14 Tab. 3
Bdy-311,670,60,,,-,CAF,Té Ndongué,-,-,-,5.717,18,,indet,indet,slag,-,,Ib,,Gotilogué 2000: 256; Moga 2008: 3
Bdy-312,810,310,,,-,CAF,Té Ndongué,-,-,-,5.717,18,,indet,indet,slag,-,,Ib,,Gotilogué 2000: 256; Moga 2008: 3
Bdy-315,2490,240,,,-,CAF,Tazunu Gbayoyo,-,Megalith,-,NA,NA,,-,-,-,-,,Ib,,Gotilogué 2000: 256
Bdy-347,1210,110,,,-,CAF,Ndio,-,-,-,6.052,15.398,,-,-,-,-,,Ib,,Gotilogué 2000: 256
Bdy-354,420,80,,,-,CAF,Bouboun-Kpogbere 57,-,-,,NA,NA,,-,-,-,-,,Ib,,Gotilogué 2000: 256
Bdy-358,180,80,,,-,CAF,Bouboun-Kpogbere 57,-,-,,NA,NA,,-,-,-,-,,Ib,,Gotilogué 2000: 256
Bdy-461,1200,120,,,-,CAF,Eyo,-,-,-,3.66,18.48,,-,indet,slag,-,,Ib,,"Kote 1992: 43, 118 Tab. 10; Gotilogué 2000: 256; Moga 2008; Lupo et al. 2018: 14 Tab. 3"
Bdy-462,240,75,,,-,CAF,Batalimo,Z VI,Pit,-,3.676,18.455,,-,indet,-,-,,Ib,,Kote 1992: 118 Tab. 10; Gotilogué 2000: 256; Lupo et al. 2018: 14 Tab. 3
Bdy-463,70,120,,,-,CAF,Lingbangbo,sd,-,-,3.633,18.4,,-,indet,-,-,Capra/Ovis,Ib,,Kote 1992 178; 123; Gotilogué 2000: 256; Moga 2008
Bdy-464,110,80,,,-,CAF,Lingbangbo,sd,-,-,3.633,18.4,,-,-,slag,-,,Ib,,Kote 1992: 118 Tab. 10; Gotilogué 2000: 256; Moga 2008: 4; Lupo et al. 2018: 14 Tab. 3
Bdy-465,1270,125,,,-,CAF,Batalimo,Z VI,Pit,-,3.676,18.455,,-,indet,-,-,,Ib,,Kote 1992: 118 Tab. 10; Gotilogué 2000: 256; Lupo et al. 2018: 14 Tab. 3
Bdy-579,1020,115,,,-,CAF,Eyo,-,-,-,3.66,18.48,,-,indet,slag,-,,Ib,,"Kote 1992: 43, 118 Tab. 10; Gotilogué 2000: 256; Moga 2008; Lupo et al. 2018: 14 Tab. 3"
Bdy-581,1798,101,,,-,CAF,Batalimo,Z VI,Pit,-,3.676,18.455,,-,indet,-,-,,Ib,,Kote 1992: 118 Tab. 10; Gotilogué 2000: 256; Lupo et al. 2018: 14 Tab. 3
Bdy-582,559,77,,,Shell,CAF,Lingbangbo,sd,-,-,3.633,18.4,,-,-,slag,-,,Ib,,Kote 1992: 118 Tab. 10; Gotilogué 2000: 256; Moga 2008: 4; Lupo et al. 2018: 14 Tab. 3
Bdy-583,1200,100,,,-,CAF,Bobélé 2,-,Furnace,-,4.03,18.38,,-,-,slag,-,,Ib,,"Kote 1992: 44, 118 Tab. 10; Gotilogué 2000: 256; Moga 2008; Lupo et al. 2018: 14 Tab. 3"
Bdy-584,2430,130,,,,CAF,Tazunu Balimbe 8/Nana Mambere,,,,6.133,15.333,,,,,,,Ib,,Gotilogué 2000: 265
Bdy-588,170,170,,,,CAF,Mbili 1 site 55,,,,6.1,15.3,,,,,,,Ib,,Gotilogué 2000: 265
Bdy-594,400,160,,,,CAF,Tazunu Dokoko,,,,6.1,15.3,,,,,,,Ib,,Gotilogué 2000: 265
Bdy-597,3010,220,,,,CAF,Tazunu Dokoko,,,,6.1,15.3,,,,,,,Ib,,Gotilogué 2000: 265
Bdy-598,570,130,,,,CAF,Bouboun site 58,,,,6.1,15.3,,,,,,,Ib,,Gotilogué 2000: 265
Bdy-601,1760,180,,,,CAF,Mbili 2 site 64,,,,6.1,15.3,,,,,,,Ib,,Gotilogué 2000: 265
Bdy-641,1740,180,,,,CAF,Mbili 2,,,,6.1,15.3,,,,,,,Ib,,Gotilogué 2000: 265
Bdy-1106,1230,70,,,,COG,Sinnda,SN 2,,0.77,-3.835,12.804,,,,,,,IIB,,Vincens et al. 1994: 1523; 1525 Fig. 2; Vincens et al. 1998: 41 Tab. 1; Bertaux et al. 2000: 45 Tab. 2
Bdy-1108,650,80,,,,COG,Sinnda,SN 2,,0.18,-3.835,12.804,,,,,,,IIB,,Vincens et al. 1994: 1523; 1525 Fig. 2; Vincens et al. 1998: 41 Tab. 1; Bertaux et al. 2000: 45 Tab. 2
Bdy-1347,90,50,,,,COG,Sinnda,SN 3,,0.225,-3.835,12.804,,,,,,,IIB,,Vincens et al. 1998: 41 Tab. 1
Bdy-1348,400,40,,,,COG,Sinnda,SN 3,,0.625,-3.835,12.804,,,,,,,IIB,,Vincens et al. 1998: 41 Tab. 1
Bdy-1352,1760,50,,,,COG,Sinnda,SN 3,,0.69,-3.835,12.804,,,,,,,IIB,,Vincens et al. 1998: 41 Tab. 1
Beta-9076,1600,50,,,Charcoal_wood,GAB,Massango,-,Pit,-,-1.632,13.142,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-9077,1680,100,,,Charcoal_wood,GAB,Mboma,-,Surface,-,-1.708,13.347,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-9078,400,50,,,Charcoal_wood,GAB,Lebombi,A2,Pit,-,-1.5,13.373,,-,indet,-,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 2004/2005: Annex 2
Beta-9079,590,60,,,Charcoal_endocarp_elaeis,GAB,Lebombi,A4,Pit,-,-1.5,13.373,,-,indet,-,Eg,,Ib,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 2004/2005: Annex 2
Beta-9080,980,70,,,Charcoal_wood,GAB,Lebombi,A21,Pit,-,-1.5,13.373,,-,indet,-,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 2004/2005: Annex 2
Beta-9081,710,60,,,Charcoal_wood,GAB,Lebombi,-,Pit,-,-1.5,13.373,,-,indet,-,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 2004/2005: Annex 2
Beta-9082,1850,70,,,Charcoal_wood,GAB,Moanda 1,-,Pit,-,-1.557,13.228,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-10301,1670,50,,,Charcoal_wood,GAB,Lac Bleu de Mouila,-,Pit,-,-1.916,11.017,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-12207,2150,90,,,Charcoal_wood,GAB,Lac Bleu de Mouila,-,Surface,-,-1.916,11.017,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Eggert 1993; Clist 2004/2005: Annex 2
Beta-12208,1920,80,,,Charcoal_wood,GAB,Lac Bleu de Mouila,-,Pit,-,-1.916,11.017,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-12209,120,100,,,Charcoal,GAB,Komo,-,-,-,0.367,10.117,,-,indet,object indet,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 2004/2005: Annex 2
Beta-12858,1920,60,,,-,CMR,Mfomakap/Nkometou,-,Pit,-,4.05,11.55,,-,-,-,-,,Ic,disputed; according to Garcin et al. 2018 from Elouga 1998; but not to be found there,Garcin et al. 2018
Beta-14427,2350,140,,,Charcoal_wood,GAB,Moanda 1,-,-,-,-1.557,13.228,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Eggert 1993; Clist 2004/2005: Annex 2
Beta-14428,2330,90,,,Charcoal_wood,GAB,Moanda 2,-,Pit,-,-1.557,13.228,,-,-,slag,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 1995; Clist 2004/2005: Annex 2; Garcin et al. 2018
Beta-14825,2460,70,,,Charcoal_wood,GAB,Kango 5,1,Pit,-,0.201,10.082,,-,Okala/Epona/Yindo,-,Eg,,Ia,"interpretation Clist: Archéologie, Néolithique Récent ?","Clist 1989: 70 Tab. 1; Clist 2004/2005:509 Tab. 6-56, Annex 2"
Beta-14826,140,90,,,Charcoal_wood,GAB,Akam,85/22,Pit,-,1.919,11.591,,-,indet,-,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 2004/2005: Annex 2
Beta-14827,360,60,,,Charcoal_wood,GAB,Nkobombomou,85/26,Pit,-,2.034,11.5,,-,-,slag,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 2004/2005: Annex 2
Beta-14828,5950,70,,,Charcoal_wood,GAB,Sablière,-,Layer,-,0.5,9.383,LSA,indet,-,-,-,,Ic,"interpretation Clist: Archéologie, Age Récent de la Pierre","Clist 1989: 70 Tab. 1; Clist 2004/2005: 708 Tab. 8-1, Annex 2"
Beta-14829,4400,70,,,Charcoal_wood,GAB,Sablière,-,Layer,-,0.5,9.383,LSA,indet,(indet),-,-,,Ic,"interpretation Clist: Archéologie, Age Récent de la Pierre","Clist 1989: 70 Tab. 1; Peyrot et al. 1990; Clist 2004/2005: 708 Tab. 8-1, Annex 2; Mercader/Martí 2003: 82 Tab. 2.3"
Beta-14830,1710,60,,,Charcoal_wood,GAB,Oyem 1,-,Pit,-,1.593,11.573,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Agedu Fer Ancien","Clist 2004/2005: Annex 2"
Beta-14831,5710,80,,,Charcoal_wood,GAB,Sablière,-,Layer,-,0.5,9.383,LSA,indet,(indet),-,-,,Ic,"interpretation Clist: Archéologie, Age Récent de la Pierre","Clist 1989: 70 Tab. 1; Clist 2004/2005: 708 Tab. 8-1, Annex 2"
Beta-14832,1970,70,,,Shell_Anadara senilis,GAB,Oveng 1,1,Layer,2,0.479,9.517,,-,(Oveng),(slag),Eg,,IIIb,"interpretation Clist: Archéologie, Age du Fer Ancien","Clist 2004/2005: 618 Tab. 7-10, Annex 2; Leka 2013: Annex 4"
Beta-14833,1740,60,,,Charcoal_wood,GAB,Oveng 1,1,Layer,2.5,0.479,9.517,,-,Oveng,slag,,-,Ia,"interpretation Clist: Archéologie, Age du Fer Ancien","Clist 2004/2005: 618 Tab. 7-10, Annex 2; Leka 2013: Annex 4"
Beta-14834,2640,70,,,Charcoal_wood,GAB,Otoumbi 2,-,Pit,-,-0.068,11.092,,-,-,slag,-,,IIa,terminte mound,Oslisly 1992; Clist 2004/2005: Annex 2
Beta-14835,1740,60,,,Charcoal_wood,GAB,Otoumbi 1,-,Pit,-,-0.068,11.085,,-,-,slag,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-15057,3390,70,,,Charcoal_wood,GAB,Koualessis,1,Pit,-,1.386,11.64,-,-,-,slag; tuyère,-,,IIa,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2; Clist 2012a: 78
Beta-15058,1920,60,,,Charcoal_wood,GAB,Koualessis,2,Pit,-,1.386,11.64,,-,-,slag; tuyère,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2; Clist 2012a: 78
Beta-15059,2110,70,,,Charcoal_wood,GAB,Koualessis,-,Layer,-,1.386,11.64,,-,-,slag; tuyère,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Ancien",Eggert 1993; Clist 2004/2005: Annex 2; Clist 2012a: 78
Beta-15060,140,80,,,Charcoal_wood,GAB,Ndzomossi,-,Pit,-,1.636,11.612,,-,indet,-,Eg,,Ib,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 2004/2005: Annex 2
Beta-15061,350,70,,,Charcoal_wood,GAB,M'Bam,-,Pit,-,1.336,11.515,,-,indet,slag; tuyère,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 1995; Clist 2004/2005: Annex 2; Garcin et al. 2018
Beta-15062,270,70,,,Charcoal_wood,GAB,Soukoudzap,-,Pit,-,1.674,11.513,,-,indet,slag; tuyère,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Récent",Clist 2004/2005: Annex 2
Beta-15063,2130,110,,,Charcoal_wood,GAB,Lope 4,-,Pit,-,-0.171,11.614,,-,-,slag,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Ancien",Oslisly 1992; Clist 2004/2005: Annex 2
Beta-15064,660,80,,,Charcoal_wood,GAB,Lope 5,-,Layer,-,-0.158,11.611,,-,Lope,-,-,,Ia,"interpretation Clist: Archéologie, Age du Fer Récent",Assoko Ndong 2001: 474 Tab. 69; Clist 2004/2005: Annex 2
Beta-15065,5460,70,,,Charcoal_wood,GAB,Lope 5,-,Pit,-,-0.158,11.611,-,-,-,(slag),-,,,"interpretation Clist: Archéologie, AUCUNE",Clist 2004/2005: Annex 2
Beta-15066,1980,80,,,Charcoal_wood,GAB,Otoumbi 4,-,Pit,-,-0.069,11.122,,-,Okanda,slag,-,,Ia,"interpretation Clist: Archéologie, Age du Fer Ancien","Oslisly 1992; Clist 2004/2005: 622 Fig. 7-63, Annex 2"
Beta-15067,2260,120,,,Charcoal_wood,GAB,Otoumbi 5,2,Pit,-,-0.062,11.124,,-,Okanda,slag,-,,Ia,"interpretation Clist: Archéologie, Age du Fer Ancien","Clist 1989: 71 Tab. 1; Oslisly 1992; Clist 2004/2005: 622 Fig. 7-63, Annex 2"
Beta-15068,1900,90,,,Charcoal_wood,GAB,Otoumbi 5,1,Pit,-,-0.062,11.124,,-,Otoumbi,-,Cs,,Ia,"interpretation Clist: Archéologie, Age du Fer Ancien","Oslisly 1992; Clist 2004/2005: 625 Fig. 7-66, Annex 2, Tab. 11"
Beta-15738,2050,100,,,Charcoal_wood,GAB,Moanda 1,-,Layer,-,-1.557,13.228,,-,-,slag,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-15739,530,60,,,Charcoal_wood,GAB,Moanda 1,-,Layer,0.5,-1.557,13.228,-,-,-,-,,-,IIb,"interpretation Clist: Archéologie, AUCUNE",Clist 2004/2005: Annex 2
Beta-15740,1560,100,,,Charcoal_wood,GAB,Moanda 1,-,Pit,-,-1.557,13.228,-,-,-,-,-,,IIb,"interpretation Clist: Archéologie, AUCUNE",Clist 2004/2005: Annex 2
Beta-15741,2050,60,,,Charcoal_wood,GAB,Moanda 1,-,Pit,-,-1.557,13.228,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-15742,2220,90,,,Charcoal_wood,GAB,Moanda 2,-,Layer,-,-1.557,13.228,,-,-,slag,-,,Ib,"interpretation Clist: Archéologie, Age du Fer Ancien",Eggert 1993; Clist 2004/2005: Annex 2
Beta-15800,222,70,,,-,CMR,Pong Solo,-,-,-,4.117,11.283,,-,-,-,-,,Ic,"described within group of other dates, but clearly related to some form of human activity",Elouga 1998: 222
Beta-16174,2460,80,,,Charcoal,GAB,Ikengue 1,-,-,-,-1.5,9.499,,indet,indet,-,-,,Ib,interpretation Clist: Archéologie,Clist 1989: 70 Tab. 1; Digombe et al. 1990: 584 Tab. 1; Clist 2004/2005: Annex 2
Beta-16319,1930,110,,,Charcoal_wood,GAB,Mbilape 4,-,Layer,0.4,-0.875,9.15,,-,-,-,,-,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-16320,1440,110,,,Charcoal_wood,GAB,Mbilape 4,-,Pit,1.11,-0.875,9.15,,-,indet,-,,-,Ib,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-16941,1080,90,,,Charcoal_wood,GAB,Batanga I,-,Layer,0.3,-1.433,9.132,,-,indet,-,,-,Ib,"interpretation Clist: Archéologie, Age du Fer Ancien",Clist 2004/2005: Annex 2
Beta-16942,2420,140,,,Charcoal_wood,GAB,Mbilape 4,-,Layer,0.385,-0.875,9.15,,-,indet,-,,-,Ic,"interpretation Clist: Archéologie, Néolithique Récent ?",Clist 1989: 70 Tab. 1; Clist 2004/2005: Annex 2
Beta-16943,2290,90,,,Charcoal_wood,GAB,Mbilape 2,-,-,-,-0.875,9.15,-,-,indet,-,-,,IIb,"interpretation Clist: Archéologie, Non associé",Clist 1989: 70 Tab. 1; Clist 2004/2005: Annex 2
Beta-17043,2150,90,,,-,GAB,Moanda 1,-,-,-,-1.557,13.228,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Eggert 1993; Clist 2004/2005: Annex 2
Beta-17044,2150,110,,,-,GAB,Moanda 2,-,-,-,-1.557,13.228,,-,-,-,-,,Ic,"interpretation Clist: Archéologie, Age du Fer Ancien",Eggert 1993; Clist 2004/2005: Annex 2
